"speaker","word","의미","동음이의","type","분석1","분석2","성조","지역","age","gender","N","A1","A2","A3","B1","B2","B3","C1","C2","C3","D1","D2","D3","a1","a2","a3","b1","b2","b3","c1","c2","c3","d1","d2","d3"
"KHJO","며느리","","","고유어3","1","","HLL","부산",60,"여",3,"ㅁ","ㅕ","","ㄴ","ㅡ","","ㄹ","ㅣ","","","","","공명음","dp","개음절","공명음","sg","개음절","공명음","","개음절","","",""
"KHJO","보조개","","","고유어3","1","","LLH","부산",60,"여",3,"ㅂ","ㅗ","","ㅈ","ㅗ","","ㄱ","ㅐ","","","","","평파열음_평파찰음","sg","개음절","평파열음_평파찰음","sg","개음절","평파열음_평파찰음","sg","개음절","","",""
"KHJO","사투리","","","고유어3","1","","LLH","부산",60,"여",3,"ㅅ","ㅏ","","ㅌ","ㅜ","","ㄹ","ㅣ","","","","","마찰음","sg","개음절","유기음_경음","sg","개음절","공명음","","개음절","","",""
"KHJO","껍떼기","","","고유어3","1","","LHL","부산",60,"여",3,"ㄲ","ㅓ","ㅂ","ㄸ","ㅔ","","ㄱ","ㅣ","","","","","유기음_경음","sg","폐음절_평파열음","유기음_경음","sg","개음절","평파열음_평파찰음","","개음절","","",""
"KHJO","사다리","","","고유어3","1","","LLH","부산",60,"여",3,"ㅅ","ㅏ","","ㄷ","ㅏ","","ㄹ","ㅣ","","","","","마찰음","sg","개음절","평파열음_평파찰음","sg","개음절","공명음","","개음절","","",""
"KHJO","짜투리","","","고유어3","1","","LHL","부산",60,"여",3,"ㅉ","ㅏ","","ㅌ","ㅜ","","ㄹ","ㅣ","","","","","유기음_경음","sg","개음절","유기음_경음","sg","개음절","공명음","","개음절","","",""
"KHJO","도라지","","","고유어3","1","","LHL","부산",60,"여",3,"ㄷ","ㅗ","","ㄹ","ㅏ","","ㅈ","ㅣ","","","","","평파열음_평파찰음","sg","개음절","공명음","sg","개음절","평파열음_평파찰음","","개음절","","",""
"KHJO","곰팡이","","","고유어3","1","","LLH","부산",60,"여",3,"ㄱ","ㅗ","ㅁ","ㅍ","ㅏ","ㅇ","ㅇ","ㅣ","","","","","평파열음_평파찰음","sg","폐음절_공명자음","유기음_경음","sg","폐음절_공명자음","공명음","","개음절","","",""
"KHJO","도깨비","","","고유어3","1","","LHL","부산",60,"여",3,"ㄷ","ㅗ","","ㄲ","ㅐ","","ㅂ","ㅣ","","","","","평파열음_평파찰음","sg","개음절","유기음_경음","sg","개음절","평파열음_평파찰음","","개음절","","",""
"KHJO","벌거지","","","고유어3","1","","LHL","부산",60,"여",3,"ㅂ","ㅓ","ㄹ","ㄱ","ㅓ","","ㅈ","ㅣ","","","","","평파열음_평파찰음","sg","폐음절_공명자음","평파열음_평파찰음","sg","개음절","평파열음_평파찰음","","개음절","","",""
"KHJO","굼벵이","","","고유어3","1","","LLH","부산",60,"여",3,"ㄱ","ㅜ","ㅁ","ㅂ","ㅔ","ㅇ","ㅇ","ㅣ","","","","","평파열음_평파찰음","sg","폐음절_공명자음","평파열음_평파찰음","sg","폐음절_공명자음","공명음","","개음절","","",""
"KHJO","오징어","","","고유어3","1","","LHL","부산",60,"여",3,"ㅇ","ㅗ","","ㅈ","ㅣ","ㅇ","ㅇ","ㅓ","","","","","공명음","sg","개음절","평파열음_평파찰음","","폐음절_공명자음","공명음","sg","개음절","","",""
"KHJO","종아리","","","고유어3","1","","LHL","부산",60,"여",3,"ㅈ","ㅗ","ㅇ","ㅇ","ㅏ","","ㄹ","ㅣ","","","","","평파열음_평파찰음","sg","폐음절_공명자음","공명음","sg","개음절","공명음","","개음절","","",""
"KHJO","마무리","","","고유어3","1","","LHL","부산",60,"여",3,"ㅁ","ㅏ","","ㅁ","ㅜ","","ㄹ","ㅣ","","","","","공명음","sg","개음절","공명음","sg","개음절","공명음","","개음절","","",""
"KHJO","달구지","","","고유어3","1","","LHL","부산",60,"여",3,"ㄷ","ㅏ","ㄹ","ㄱ","ㅜ","","ㅈ","ㅣ","","","","","평파열음_평파찰음","sg","폐음절_공명자음","평파열음_평파찰음","sg","개음절","평파열음_평파찰음","","개음절","","",""
"KHJO","산딸기","","","고유어3","","","HLL","부산",60,"여",3,"ㅅ","ㅏ","ㄴ","ㄸ","ㅏ","ㄹ","ㄱ","ㅣ","","","","","마찰음","sg","폐음절_공명자음","유기음_경음","sg","폐음절_공명자음","평파열음_평파찰음","","개음절","","",""
"KHJO","쪽쩨비","","","고유어3","1","","LHL","부산",60,"여",3,"ㅉ","ㅗ","ㄱ","ㅉ","ㅔ","","ㅂ","ㅣ","","","","","유기음_경음","sg","폐음절_평파열음","유기음_경음","sg","개음절","평파열음_평파찰음","","개음절","","",""
"KHJO","방망이","","","고유어3","1","","","부산",60,"여",3,"ㅂ","ㅏ","ㅇ","ㅁ","ㅏ","ㅇ","ㅇ","ㅣ","","","","","평파열음_평파찰음","sg","폐음절_공명자음","공명음","sg","폐음절_공명자음","공명음","","개음절","","",""
"KHJO","방맹이","~","","고유어3","1","","LHL","부산",60,"여",3,"ㅂ","ㅏ","ㅇ","ㅁ","ㅐ","ㅇ","ㅇ","ㅣ","","","","","평파열음_평파찰음","sg","폐음절_공명자음","공명음","sg","폐음절_공명자음","공명음","","개음절","","",""
"KHJO","뾰루지","","","고유어3","1","","LHL","부산",60,"여",3,"ㅃ","ㅛ","","ㄹ","ㅜ","","ㅈ","ㅣ","","","","","유기음_경음","dp","개음절","공명음","sg","개음절","평파열음_평파찰음","","개음절","","",""
"KHJO","비둘기","","","고유어3","1","","LHL","부산",60,"여",3,"ㅂ","ㅣ","","ㄷ","ㅜ","ㄹ","ㄱ","ㅣ","","","","","평파열음_평파찰음","","개음절","평파열음_평파찰음","sg","폐음절_공명자음","평파열음_평파찰음","","개음절","","",""
"KHJO","건데기","","","고유어3","1","","LHL","부산",60,"여",3,"ㄱ","ㅓ","ㄴ","ㄷ","ㅔ","","ㄱ","ㅣ","","","","","평파열음_평파찰음","sg","폐음절_공명자음","평파열음_평파찰음","sg","개음절","평파열음_평파찰음","","개음절","","",""
"KHJO","저고리","","","고유어3","1","","LHL","부산",60,"여",3,"ㅈ","ㅓ","","ㄱ","ㅗ","","ㄹ","ㅣ","","","","","평파열음_평파찰음","sg","개음절","평파열음_평파찰음","sg","개음절","공명음","","개음절","","",""
"KHJO","궁뎅이","","","고유어3","1","","LLH","부산",60,"여",3,"ㄱ","ㅜ","ㅇ","ㄷ","ㅔ","ㅇ","ㅇ","ㅣ","","","","","평파열음_평파찰음","sg","폐음절_공명자음","평파열음_평파찰음","sg","폐음절_공명자음","공명음","","개음절","","",""
"KHJO","난쟁이","","","고유어3","1","","LLH","부산",60,"여",3,"ㄴ","ㅏ","ㄴ","ㅈ","ㅐ","ㅇ","ㅇ","ㅣ","","","","","공명음","sg","폐음절_공명자음","평파열음_평파찰음","sg","폐음절_공명자음","공명음","","개음절","","",""
"KHJO","개구리","","","고유어3","1","","LHL","부산",60,"여",3,"ㄱ","ㅐ","","ㄱ","ㅜ","","ㄹ","ㅣ","","","","","평파열음_평파찰음","sg","개음절","평파열음_평파찰음","sg","개음절","공명음","","개음절","","",""
"KHJO","인절미","","","고유어3","1","","LHL","부산",60,"여",3,"ㅇ","ㅣ","ㄴ","ㅈ","ㅓ","ㄹ","ㅁ","ㅣ","","","","","공명음","","폐음절_공명자음","평파열음_평파찰음","sg","폐음절_공명자음","공명음","","개음절","","",""
"KHJO","거드름","","","고유어3","1","","LLH","부산",60,"여",3,"ㄱ","ㅓ","","ㄷ","ㅡ","","ㄹ","ㅡ","ㅁ","","","","평파열음_평파찰음","sg","개음절","평파열음_평파찰음","sg","개음절","공명음","sg","폐음절_공명자음","","",""
"KHJO","도토리","","","고유어3","1","","LHL","부산",60,"여",3,"ㄷ","ㅗ","","ㅌ","ㅗ","","ㄹ","ㅣ","","","","","평파열음_평파찰음","sg","개음절","유기음_경음","sg","개음절","공명음","","개음절","","",""
"KHJO","가마솥","","","고유어3","1","","LLH","부산",60,"여",3,"ㄱ","ㅏ","","ㅁ","ㅏ","","ㅅ","ㅗ","ㅌ","","","","평파열음_평파찰음","sg","개음절","공명음","sg","개음절","마찰음","sg","폐음절_평파열음","","",""
"KHJO","거머리","","","고유어3","1","","LLH","부산",60,"여",3,"ㄱ","ㅓ","","ㅁ","ㅓ","","ㄹ","ㅣ","","","","","평파열음_평파찰음","sg","개음절","공명음","sg","개음절","공명음","","개음절","","",""
"KHJO","거무리","","","고유어3","1","","","부산",60,"여",3,"ㄱ","ㅓ","","ㅁ","ㅜ","","ㄹ","ㅣ","","","","","평파열음_평파찰음","sg","개음절","공명음","sg","개음절","공명음","","개음절","","",""
"KHJO","고드름","","","고유어3","1","","LLH","부산",60,"여",3,"ㄱ","ㅗ","","ㄷ","ㅡ","","ㄹ","ㅡ","ㅁ","","","","평파열음_평파찰음","sg","개음절","평파열음_평파찰음","sg","개음절","공명음","sg","폐음절_공명자음","","",""
"KHJO","꼬투리","","","고유어3","1","","LHL","부산",60,"여",3,"ㄲ","ㅗ","","ㅌ","ㅜ","","ㄹ","ㅣ","","","","","유기음_경음","sg","개음절","유기음_경음","sg","개음절","공명음","","개음절","","",""
"KHJO","시래기","","","고유어3","1","","LHL","부산",60,"여",3,"ㅅ","ㅣ","","ㄹ","ㅐ","","ㄱ","ㅣ","","","","","마찰음","","개음절","공명음","sg","개음절","평파열음_평파찰음","","개음절","","",""
"KHJO","서까래","","","고유어3","1","","","부산",60,"여",3,"ㅅ","ㅓ","","ㄲ","ㅏ","","ㄹ","ㅐ","","","","","마찰음","sg","개음절","유기음_경음","sg","개음절","공명음","sg","개음절","","",""
"KHJO","장딴지","","","고유어3","1","","LLH","부산",60,"여",3,"ㅈ","ㅏ","ㅇ","ㄸ","ㅏ","ㄴ","ㅈ","ㅣ","","","","","평파열음_평파찰음","sg","폐음절_공명자음","유기음_경음","sg","폐음절_공명자음","평파열음_평파찰음","","개음절","","",""
"KHJO","호랑이","","","고유어3","1","","LLH","부산",60,"여",3,"ㅎ","ㅗ","","ㄹ","ㅏ","ㅇ","ㅇ","ㅣ","","","","","마찰음","sg","개음절","공명음","sg","폐음절_공명자음","공명음","","개음절","","",""
"KHJO","호래이","~","","고유어3","1","","","부산",60,"여",3,"ㅎ","ㅗ","","ㄹ","ㅐ","","ㅇ","ㅣ","","","","","마찰음","sg","개음절","공명음","sg","개음절","공명음","","개음절","","",""
"KHJO","가르마","","","고유어3","1","","LHL","부산",60,"여",3,"ㄱ","ㅏ","","ㄹ","ㅡ","","ㅁ","ㅏ","","","","","평파열음_평파찰음","sg","개음절","공명음","sg","개음절","공명음","sg","개음절","","",""
"KHJO","벙어리","","","고유어3","1","","LHL","부산",60,"여",3,"ㅂ","ㅓ","ㅇ","ㅇ","ㅓ","","ㄹ","ㅣ","","","","","평파열음_평파찰음","sg","폐음절_공명자음","공명음","sg","개음절","공명음","","개음절","","",""
"KHJO","잠자리","insect","","고유어3","1","","LHL","부산",60,"여",3,"ㅈ","ㅏ","ㅁ","ㅈ","ㅏ","","ㄹ","ㅣ","","","","","평파열음_평파찰음","sg","폐음절_공명자음","평파열음_평파찰음","sg","개음절","공명음","","개음절","","",""
"KHJO","주머니","","","고유어3","1","","LHL","부산",60,"여",3,"ㅈ","ㅜ","","ㅁ","ㅓ","","ㄴ","ㅣ","","","","","평파열음_평파찰음","sg","개음절","공명음","sg","개음절","공명음","","개음절","","",""
"KHJO","주무이","~","","고유어3","1","","","부산",60,"여",3,"ㅈ","ㅜ","","ㅁ","ㅜ","","ㅇ","ㅣ","","","","","평파열음_평파찰음","sg","개음절","공명음","sg","개음절","공명음","","개음절","","",""
"KHJO","울타리","","","고유어3","1","","LHL","부산",60,"여",3,"ㅇ","ㅜ","ㄹ","ㅌ","ㅏ","","ㄹ","ㅣ","","","","","공명음","sg","폐음절_공명자음","유기음_경음","sg","개음절","공명음","","개음절","","",""
"KHJO","누더기","","","고유어3","1","","LHL","부산",60,"여",3,"ㄴ","ㅜ","","ㄷ","ㅓ","","ㄱ","ㅣ","","","","","공명음","sg","개음절","평파열음_평파찰음","sg","개음절","평파열음_평파찰음","","개음절","","",""
"KHJO","가물치","","","고유어3","1","","HLL","부산",60,"여",3,"ㄱ","ㅏ","","ㅁ","ㅜ","ㄹ","ㅊ","ㅣ","","","","","평파열음_평파찰음","sg","개음절","공명음","sg","폐음절_공명자음","유기음_경음","","개음절","","",""
"KHJO","고구마","","","고유어3","1","","LLH","부산",60,"여",3,"ㄱ","ㅗ","","ㄱ","ㅜ","","ㅁ","ㅏ","","","","","평파열음_평파찰음","sg","개음절","평파열음_평파찰음","sg","개음절","공명음","sg","개음절","","",""
"KHJO","고오매","","","고유어3","1","","LHL","부산",60,"여",3,"ㄱ","ㅗ","","ㅇ","ㅗ","","ㅁ","ㅐ","","","","","평파열음_평파찰음","sg","개음절","공명음","sg","개음절","공명음","sg","개음절","","",""
"KHJO","고사리","","","고유어3","1","","LHL","부산",60,"여",3,"ㄱ","ㅗ","","ㅅ","ㅏ","","ㄹ","ㅣ","","","","","평파열음_평파찰음","sg","개음절","마찰음","sg","개음절","공명음","","개음절","","",""
"KHJO","다래끼","","","고유어3","1","","LHL","부산",60,"여",3,"ㄷ","ㅏ","","ㄹ","ㅐ","","ㄲ","ㅣ","","","","","평파열음_평파찰음","sg","개음절","공명음","sg","개음절","유기음_경음","","개음절","","",""
"KHJO","모서리","","","고유어3","1","","LHL","부산",60,"여",3,"ㅁ","ㅗ","","ㅅ","ㅓ","","ㄹ","ㅣ","","","","","공명음","sg","개음절","마찰음","sg","개음절","공명음","","개음절","","",""
"KHJO","기저기","","","고유어3","1","","LHL","부산",60,"여",3,"ㄱ","ㅣ","","ㅈ","ㅓ","","ㄱ","ㅣ","","","","","평파열음_평파찰음","","개음절","평파열음_평파찰음","sg","개음절","평파열음_평파찰음","","개음절","","",""
"KHJO","찌꺼기","","","고유어3","1","","LHL","부산",60,"여",3,"ㅉ","ㅣ","","ㄲ","ㅓ","","ㄱ","ㅣ","","","","","유기음_경음","","개음절","유기음_경음","sg","개음절","평파열음_평파찰음","","개음절","","",""
"KHJO","부엉이","","","고유어3","1","","LHL","부산",60,"여",3,"ㅂ","ㅜ","","ㅇ","ㅓ","ㅇ","ㅇ","ㅣ","","","","","평파열음_평파찰음","sg","개음절","공명음","sg","폐음절_공명자음","공명음","","개음절","","",""
"KHJO","팝콘","","","외래어2","1","","HH","부산",60,"여",2,"ㅍ","ㅏ","ㅂ","ㅋ","ㅗ","ㄴ"," "," ","","","","","유기음_경음","sg","폐음절_평파열음","유기음_경음","sg","폐음절_공명자음","","","","","",""
"KHJO","콘돔","","","외래어2","1","","HH","부산",60,"여",2,"ㅋ","ㅗ","ㄴ","ㄷ","ㅗ","ㅁ"," "," ","","","","","유기음_경음","sg","폐음절_공명자음","평파열음_평파찰음","sg","폐음절_공명자음","","","","","",""
"KHJO","필름","","","외래어2","1","","LH_f","부산",60,"여",2,"ㅍ","ㅣ","ㄹ","ㄹ","ㅡ","ㅁ"," "," ","","","","","유기음_경음","","폐음절_공명자음","공명음","sg","폐음절_공명자음","","","","","",""
"KHJO","쌘달","","","외래어2","1","","HH","부산",60,"여",2,"ㅆ","ㅐ","ㄴ","ㄷ","ㅏ","ㄹ"," "," ","","","","","마찰음","sg","폐음절_공명자음","평파열음_평파찰음","sg","폐음절_공명자음","","","","","",""
"KHJO","뽁씽","","","외래어2","1","","HH","부산",60,"여",2,"ㅃ","ㅗ","ㄱ","ㅆ","ㅣ","ㅇ"," "," ","","","","","유기음_경음","sg","폐음절_평파열음","마찰음","","폐음절_공명자음","","","","","",""
"KHJO","코치","","","외래어2","1","","HL","부산",60,"여",2,"ㅋ","ㅗ","","ㅊ","ㅣ",""," "," ","","","","","유기음_경음","sg","개음절","유기음_경음","","개음절","","","","","",""
"KHJO","터널","","","외래어2","1","","LH_f","부산",60,"여",2,"ㅌ","ㅓ","","ㄴ","ㅓ","ㄹ"," "," ","","","","","유기음_경음","sg","개음절","공명음","sg","폐음절_공명자음","","","","","",""
"KHJO","뻐스","","","외래어2","1","","HL","부산",60,"여",2,"ㅃ","ㅓ","","ㅅ","ㅡ",""," "," ","","","","","유기음_경음","sg","개음절","마찰음","sg","개음절","","","","","",""
"KHJO","그룹","","","외래어2","1","","LH_f","부산",60,"여",2,"ㄱ","ㅡ","","ㄹ","ㅜ","ㅂ"," "," ","","","","","평파열음_평파찰음","sg","개음절","공명음","sg","폐음절_평파열음","","","","","",""
"KHJO","스팀","","","외래어2","1","","LH_f","부산",60,"여",2,"ㅅ","ㅡ","","ㅌ","ㅣ","ㅁ"," "," ","","","","","마찰음","sg","개음절","유기음_경음","","폐음절_공명자음","","","","","",""
"KHJO","요트","","","외래어2","1","","HL","부산",60,"여",2,"ㅇ","ㅛ","","ㅌ","ㅡ",""," "," ","","","","","공명음","dp","개음절","유기음_경음","sg","개음절","","","","","",""
"KHJO","칼슘","","","외래어2","1","","LH_f","부산",60,"여",2,"ㅋ","ㅏ","ㄹ","ㅅ","ㅠ","ㅁ"," "," ","","","","","유기음_경음","sg","폐음절_공명자음","마찰음","dp","폐음절_공명자음","","","","","",""
"KHJO","뉴욕","","","외래어2","1","","HH","부산",60,"여",2,"ㄴ","ㅠ","","ㅇ","ㅛ","ㄱ"," "," ","","","","","공명음","dp","개음절","공명음","dp","폐음절_평파열음","","","","","",""
"KHJO","벙커","","","외래어2","1","","HL","부산",60,"여",2,"ㅂ","ㅓ","ㅇ","ㅋ","ㅓ",""," "," ","","","","","평파열음_평파찰음","sg","폐음절_공명자음","유기음_경음","sg","개음절","","","","","",""
"KHJO","샘플","","","외래어2","1","","HH","부산",60,"여",2,"ㅅ","ㅐ","ㅁ","ㅍ","ㅡ","ㄹ"," "," ","","","","","마찰음","sg","폐음절_공명자음","유기음_경음","sg","폐음절_공명자음","","","","","",""
"KHJO","럭삐","","","외래어2","1","","HH","부산",60,"여",2,"ㄹ","ㅓ","ㄱ","ㅃ","ㅣ",""," "," ","","","","","공명음","sg","폐음절_평파열음","유기음_경음","","개음절","","","","","",""
"KHJO","백씬","","","외래어2","1","","LH_f","부산",60,"여",2,"ㅂ","ㅐ","ㄱ","ㅆ","ㅣ","ㄴ"," "," ","","","","","평파열음_평파찰음","sg","폐음절_평파열음","마찰음","","폐음절_공명자음","","","","","",""
"KHJO","주스","","","외래어2","1","","HL","부산",60,"여",2,"ㅈ","ㅜ","","ㅅ","ㅡ",""," "," ","","","","","평파열음_평파찰음","sg","개음절","마찰음","sg","개음절","","","","","",""
"KHJO","코너","","","외래어2","1","","HL","부산",60,"여",2,"ㅋ","ㅗ","","ㄴ","ㅓ",""," "," ","","","","","유기음_경음","sg","개음절","공명음","sg","개음절","","","","","",""
"KHJO","비닐","","","외래어2","1","","LH_f","부산",60,"여",2,"ㅂ","ㅣ","","ㄴ","ㅣ","ㄹ"," "," ","","","","","평파열음_평파찰음","","개음절","공명음","","폐음절_공명자음","","","","","",""
"KHJO","버터","","","외래어2","1","","HL","부산",60,"여",2,"ㅂ","ㅓ","","ㅌ","ㅓ",""," "," ","","","","","평파열음_평파찰음","sg","개음절","유기음_경음","sg","개음절","","","","","",""
"KHJO","로고","","","외래어2","1","","HL","부산",60,"여",2,"ㄹ","ㅗ","","ㄱ","ㅗ",""," "," ","","","","","공명음","sg","개음절","평파열음_평파찰음","sg","개음절","","","","","",""
"KHJO","레쓴","","","외래어2","1","","HH","부산",60,"여",2,"ㄹ","ㅔ","","ㅆ","ㅡ","ㄴ"," "," ","","","","","공명음","sg","개음절","마찰음","sg","폐음절_공명자음","","","","","",""
"KHJO","자켓","","","외래어2","1","","LH_f","부산",60,"여",2,"ㅈ","ㅏ","","ㅋ","ㅔ","ㅅ"," "," ","","","","","평파열음_평파찰음","sg","개음절","유기음_경음","sg","폐음절_평파열음","","","","","",""
"KHJO","쎈스","","","외래어2","1","","HL","부산",60,"여",2,"ㅆ","ㅔ","ㄴ","ㅅ","ㅡ",""," "," ","","","","","마찰음","sg","폐음절_공명자음","마찰음","sg","개음절","","","","","",""
"KHJO","크림","","","외래어2","1","","LH_f","부산",60,"여",2,"ㅋ","ㅡ","","ㄹ","ㅣ","ㅁ"," "," ","","","","","유기음_경음","sg","개음절","공명음","","폐음절_공명자음","","","","","",""
"KHJO","싸인","","","외래어2","1","","LH_f","부산",60,"여",2,"ㅆ","ㅏ","","ㅇ","ㅣ","ㄴ"," "," ","","","","","마찰음","sg","개음절","공명음","","폐음절_공명자음","","","","","",""
"KHJO","채널","","","외래어2","1","","HH","부산",60,"여",2,"ㅊ","ㅐ","","ㄴ","ㅓ","ㄹ"," "," ","","","","","유기음_경음","sg","개음절","공명음","sg","폐음절_공명자음","","","","","",""
"KHJO","삘딩","","","외래어2","1","","HH","부산",60,"여",2,"ㅃ","ㅣ","ㄹ","ㄷ","ㅣ","ㅇ"," "," ","","","","","유기음_경음","","폐음절_공명자음","평파열음_평파찰음","","폐음절_공명자음","","","","","",""
"KHJO","체리","","","외래어2","1","","HL","부산",60,"여",2,"ㅊ","ㅔ","","ㄹ","ㅣ",""," "," ","","","","","유기음_경음","sg","개음절","공명음","","개음절","","","","","",""
"KHJO","커튼","","","외래어2","1","","LH_f","부산",60,"여",2,"ㅋ","ㅓ","","ㅌ","ㅡ","ㄴ"," "," ","","","","","유기음_경음","sg","개음절","유기음_경음","sg","폐음절_공명자음","","","","","",""
"KHJO","체쓰","","","외래어2","1","","HL","부산",60,"여",2,"ㅊ","ㅔ","","ㅆ","ㅡ",""," "," ","","","","","유기음_경음","sg","개음절","마찰음","sg","개음절","","","","","",""
"KHJO","클럽","","","외래어2","1","","LH_f","부산",60,"여",2,"ㅋ","ㅡ","ㄹ","ㄹ","ㅓ","ㅂ"," "," ","","","","","유기음_경음","sg","폐음절_공명자음","공명음","sg","폐음절_평파열음","","","","","",""
"KHJO","스릴","","","외래어2","1","","LH_f","부산",60,"여",2,"ㅅ","ㅡ","","ㄹ","ㅣ","ㄹ"," "," ","","","","","마찰음","sg","개음절","공명음","","폐음절_공명자음","","","","","",""
"KHJO","렌즈","","","외래어2","1","","HL","부산",60,"여",2,"ㄹ","ㅔ","ㄴ","ㅈ","ㅡ",""," "," ","","","","","공명음","sg","폐음절_공명자음","평파열음_평파찰음","sg","개음절","","","","","",""
"KHJO","페달","","","외래어2","1","","HH","부산",60,"여",2,"ㅍ","ㅔ","","ㄷ","ㅏ","ㄹ"," "," ","","","","","유기음_경음","sg","개음절","평파열음_평파찰음","sg","폐음절_공명자음","","","","","",""
"KHJO","오일","","","외래어2","1","","LH_f","부산",60,"여",2,"ㅇ","ㅗ","","ㅇ","ㅣ","ㄹ"," "," ","","","","","공명음","sg","개음절","공명음","","폐음절_공명자음","","","","","",""
"KHJO","캡쓜","","","외래어2","1","","HH","부산",60,"여",2,"ㅋ","ㅐ","ㅂ","ㅆ","ㅠ","ㄹ"," "," ","","","","","유기음_경음","sg","폐음절_평파열음","마찰음","dp","폐음절_공명자음","","","","","",""
"KHJO","로또","","","외래어2","1","","HH","부산",60,"여",2,"ㄹ","ㅗ","","ㄸ","ㅗ",""," "," ","","","","","공명음","sg","개음절","유기음_경음","sg","개음절","","","","","",""
"KHJO","쿠션","","","외래어2","1","","HL","부산",60,"여",2,"ㅋ","ㅜ","","ㅅ","ㅕ","ㄴ"," "," ","","","","","유기음_경음","sg","개음절","마찰음","dp","폐음절_공명자음","","","","","",""
"KHJO","유럽","","","외래어2","1","","LH_f","부산",60,"여",2,"ㅇ","ㅠ","","ㄹ","ㅓ","ㅂ"," "," ","","","","","공명음","dp","개음절","공명음","sg","폐음절_평파열음","","","","","",""
"KHJO","린스","","","외래어2","1","","HL","부산",60,"여",2,"ㄹ","ㅣ","ㄴ","ㅅ","ㅡ",""," "," ","","","","","공명음","","폐음절_공명자음","마찰음","sg","개음절","","","","","",""
"KHJO","첼로","","","외래어2","1","","HL","부산",60,"여",2,"ㅊ","ㅔ","ㄹ","ㄹ","ㅗ",""," "," ","","","","","유기음_경음","sg","폐음절_공명자음","공명음","sg","개음절","","","","","",""
"KHJO","테러","","","외래어2","1","","HL","부산",60,"여",2,"ㅌ","ㅔ","","ㄹ","ㅓ",""," "," ","","","","","유기음_경음","sg","개음절","공명음","sg","개음절","","","","","",""
"KHJO","퍼즐","","","외래어2","1","","HH","부산",60,"여",2,"ㅍ","ㅓ","","ㅈ","ㅡ","ㄹ"," "," ","","","","","유기음_경음","sg","개음절","평파열음_평파찰음","sg","폐음절_공명자음","","","","","",""
"KHJO","로프","","","외래어2","1","","HL","부산",60,"여",2,"ㄹ","ㅗ","","ㅍ","ㅡ",""," "," ","","","","","공명음","sg","개음절","유기음_경음","sg","개음절","","","","","",""
"KHJO","누드","","","외래어2","1","","HL","부산",60,"여",2,"ㄴ","ㅜ","","ㄷ","ㅡ",""," "," ","","","","","공명음","sg","개음절","평파열음_평파찰음","sg","개음절","","","","","",""
"KHJO","캔디","","","외래어2","1","","HL","부산",60,"여",2,"ㅋ","ㅐ","ㄴ","ㄷ","ㅣ",""," "," ","","","","","유기음_경음","sg","폐음절_공명자음","평파열음_평파찰음","","개음절","","","","","",""
"KHJO","차트","","","외래어2","1","","HL","부산",60,"여",2,"ㅊ","ㅏ","","ㅌ","ㅡ",""," "," ","","","","","유기음_경음","sg","개음절","유기음_경음","sg","개음절","","","","","",""
"KHJO","티슈","","","외래어2","1","","HL","부산",60,"여",2,"ㅌ","ㅣ","","ㅅ","ㅠ",""," "," ","","","","","유기음_경음","","개음절","마찰음","dp","개음절","","","","","",""
"KHJO","호텔","","","외래어2","1","","LH_f","부산",60,"여",2,"ㅎ","ㅗ","","ㅌ","ㅔ","ㄹ"," "," ","","","","","마찰음","sg","개음절","유기음_경음","sg","폐음절_공명자음","","","","","",""
"KHJO","치킨","","","외래어2","1","","LH","부산",60,"여",2,"ㅊ","ㅣ","","ㅋ","ㅣ","ㄴ"," "," ","","","","","유기음_경음","","개음절","유기음_경음","","폐음절_공명자음","","","","","",""
"KHJO","싱글","","","외래어2","1","","HH","부산",60,"여",2,"ㅅ","ㅣ","ㅇ","ㄱ","ㅡ","ㄹ"," "," ","","","","","마찰음","","폐음절_공명자음","평파열음_평파찰음","sg","폐음절_공명자음","","","","","",""
"KHJO","레몬","","","외래어2","1","","LH_f","부산",60,"여",2,"ㄹ","ㅔ","","ㅁ","ㅗ","ㄴ"," "," ","","","","","공명음","sg","개음절","공명음","sg","폐음절_공명자음","","","","","",""
"KHJO","개그","","","외래어2","1","","HL","부산",60,"여",2,"ㄱ","ㅐ","","ㄱ","ㅡ",""," "," ","","","","","평파열음_평파찰음","sg","개음절","평파열음_평파찰음","sg","개음절","","","","","",""
"KHJO","쎄일","","","외래어2","1","","LH_f","부산",60,"여",2,"ㅆ","ㅔ","","ㅇ","ㅣ","ㄹ"," "," ","","","","","마찰음","sg","개음절","공명음","","폐음절_공명자음","","","","","",""
"KHJO","해킹","","","외래어2","1","","HH","부산",60,"여",2,"ㅎ","ㅐ","","ㅋ","ㅣ","ㅇ"," "," ","","","","","마찰음","sg","개음절","유기음_경음","","폐음절_공명자음","","","","","",""
"KHJO","요가","","","외래어2","1","","HL","부산",60,"여",2,"ㅇ","ㅛ","","ㄱ","ㅏ",""," "," ","","","","","공명음","dp","개음절","평파열음_평파찰음","sg","개음절","","","","","",""
"KHJO","호일","","","외래어2","1","","LH_f","부산",60,"여",2,"ㅎ","ㅗ","","ㅇ","ㅣ","ㄹ"," "," ","","","","","마찰음","sg","개음절","공명음","","폐음절_공명자음","","","","","",""
