"speaker","word","의미","동음이의","type","분석1","분석2","성조","지역","age","gender","N","A1","A2","A3","B1","B2","B3","C1","C2","C3","D1","D2","D3","a1","a2","a3","b1","b2","b3","c1","c2","c3","d1","d2","d3","Wz","w1","w2","w3","w4","W3","W2","w1f","w2f","w3f","w4f","weight","weigth_comb","weigth_comb2","weigth_comb3","weigth_comb4"
"JBS","밭","","","고유어1","1","","H","부산",60,"여",1,"ㅂ","ㅏ","ㅌ"," "," ",""," "," ","","","","","lax","sg","obs","","","","","","","","","","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","숨","","","고유어1","1","","L","부산",60,"여",1,"ㅅ","ㅜ","ㅁ"," "," ",""," "," ","","","","","fri","sg","son","","","","","","","","","","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","귀","","","고유어1","1","","","부산",60,"여",1,"ㄱ","ㅟ",""," "," ",""," "," ","","","","","lax","dp","light","","","","","","","","","","0000",0,0,0,0,"000","00","light","light","light","light",1,"light-light-light","light-light","X-light-light","light-light-light-light"
"JBS","밀","","","고유어1","1","","H(H)","부산",60,"여",1,"ㅁ","ㅣ","ㄹ"," "," ",""," "," ","","","","","son","","son","","","","","","","","","","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","꿩","","","고유어1","1","","H","부산",60,"여",1,"ㄲ","ㅝ","ㅇ"," "," ",""," "," ","","","","","tsasp","dp","son","","","","","","","","","","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","짚","","","고유어1","1","","","부산",60,"여",1,"ㅈ","ㅣ","ㅍ"," "," ",""," "," ","","","","","lax","","obs","","","","","","","","","","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","뼈","","","고유어1","1","","H(H)","부산",60,"여",1,"ㅃ","ㅕ",""," "," ",""," "," ","","","","","tsasp","dp","light","","","","","","","","","","0000",0,0,0,0,"000","00","light","light","light","light",1,"light-light-light","light-light","X-light-light","light-light-light-light"
"JBS","떼","","","고유어1","1","","H(H)","부산",60,"여",1,"ㄸ","ㅔ",""," "," ",""," "," ","","","","","tsasp","sg","light","","","","","","","","","","0000",0,0,0,0,"000","00","light","light","light","light",1,"light-light-light","light-light","X-light-light","light-light-light-light"
"JBS","깨","","","고유어1","1","","H(H)","부산",60,"여",1,"ㄲ","ㅐ",""," "," ",""," "," ","","","","","tsasp","sg","light","","","","","","","","","","0000",0,0,0,0,"000","00","light","light","light","light",1,"light-light-light","light-light","X-light-light","light-light-light-light"
"JBS","숯","","","고유어1","1","","H","부산",60,"여",1,"ㅅ","ㅜ","ㅊ"," "," ",""," "," ","","","","","fri","sg","obs","","","","","","","","","","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","끈","","","고유어1","1","","H(H)_1","부산",60,"여",1,"ㄲ","ㅡ","ㄴ"," "," ",""," "," ","","","","","tsasp","sg","son","","","","","","","","","","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","겉","","","고유어1","1","","H","부산",60,"여",1,"ㄱ","ㅓ","ㅌ"," "," ",""," "," ","","","","","lax","sg","obs","","","","","","","","","","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","속","","","고유어1","1","","L","부산",60,"여",1,"ㅅ","ㅗ","ㄱ"," "," ",""," "," ","","","","","fri","sg","obs","","","","","","","","","","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","솔","","","고유어1","1","","L","부산",60,"여",1,"ㅅ","ㅗ","ㄹ"," "," ",""," "," ","","","","","fri","sg","son","","","","","","","","","","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","앞","","","고유어1","1","","H","부산",60,"여",1,"ㅇ","ㅏ","ㅍ"," "," ",""," "," ","","","","","son","sg","obs","","","","","","","","","","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","팥","","","고유어1","1","","","부산",60,"여",1,"ㅍ","ㅏ","ㅌ"," "," ",""," "," ","","","","","tsasp","sg","obs","","","","","","","","","","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","때","","","고유어1","1","","H(H)","부산",60,"여",1,"ㄸ","ㅐ",""," "," ",""," "," ","","","","","tsasp","sg","light","","","","","","","","","","0000",0,0,0,0,"000","00","light","light","light","light",1,"light-light-light","light-light","X-light-light","light-light-light-light"
"JBS","파","","","고유어1","1","","H(H)","부산",60,"여",1,"ㅍ","ㅏ",""," "," ",""," "," ","","","","","tsasp","sg","light","","","","","","","","","","0000",0,0,0,0,"000","00","light","light","light","light",1,"light-light-light","light-light","X-light-light","light-light-light-light"
"JBS","솥","","","고유어1","1","","H","부산",60,"여",1,"ㅅ","ㅗ","ㅌ"," "," ",""," "," ","","","","","fri","sg","obs","","","","","","","","","","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","혀","","","고유어1","1","","","부산",60,"여",1,"ㅎ","ㅕ",""," "," ",""," "," ","","","","","fri","dp","light","","","","","","","","","","0000",0,0,0,0,"000","00","light","light","light","light",1,"light-light-light","light-light","X-light-light","light-light-light-light"
"JBS","꽃","","","고유어1","1","","H","부산",60,"여",1,"ㄲ","ㅗ","ㅊ"," "," ",""," "," ","","","","","tsasp","sg","obs","","","","","","","","","","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","샘","","","고유어1","1","","L","부산",60,"여",1,"ㅅ","ㅐ","ㅁ"," "," ",""," "," ","","","","","fri","sg","son","","","","","","","","","","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","털","","","고유어1","1","","H","부산",60,"여",1,"ㅌ","ㅓ","ㄹ"," "," ",""," "," ","","","","","tsasp","sg","son","","","","","","","","","","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","덫","","","고유어1","1","","","부산",60,"여",1,"ㄷ","ㅓ","ㅊ"," "," ",""," "," ","","","","","lax","sg","obs","","","","","","","","","","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","술","","","고유어1","1","","H","부산",60,"여",1,"ㅅ","ㅜ","ㄹ"," "," ",""," "," ","","","","","fri","sg","son","","","","","","","","","","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","코","","","고유어1","1","","H(H)","부산",60,"여",1,"ㅋ","ㅗ",""," "," ",""," "," ","","","","","tsasp","sg","light","","","","","","","","","","0000",0,0,0,0,"000","00","light","light","light","light",1,"light-light-light","light-light","X-light-light","light-light-light-light"
"JBS","김","","","고유어1","1","","L","부산",60,"여",1,"ㄱ","ㅣ","ㅁ"," "," ",""," "," ","","","","","lax","","son","","","","","","","","","","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","새","","","고유어1","1","","L","부산",60,"여",1,"ㅅ","ㅐ",""," "," ",""," "," ","","","","","fri","sg","light","","","","","","","","","","0000",0,0,0,0,"000","00","light","light","light","light",1,"light-light-light","light-light","X-light-light","light-light-light-light"
"JBS","덤","","","고유어1","1","","H","부산",60,"여",1,"ㄷ","ㅓ","ㅁ"," "," ",""," "," ","","","","","lax","sg","son","","","","","","","","","","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","국","","","고유어1","1","","H","부산",60,"여",1,"ㄱ","ㅜ","ㄱ"," "," ",""," "," ","","","","","lax","sg","obs","","","","","","","","","","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","방","","","고유어1","1","","H","부산",60,"여",1,"ㅂ","ㅏ","ㅇ"," "," ",""," "," ","","","","","lax","sg","son","","","","","","","","","","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","무","","","고유어1","1","","H","부산",60,"여",1,"ㅁ","ㅜ",""," "," ",""," "," ","","","","","son","sg","light","","","","","","","","","","0000",0,0,0,0,"000","00","light","light","light","light",1,"light-light-light","light-light","X-light-light","light-light-light-light"
"JBS","발","","","고유어1","1","","H(H)_1","부산",60,"여",1,"ㅂ","ㅏ","ㄹ"," "," ",""," "," ","","","","","lax","sg","son","","","","","","","","","","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","밥","","","고유어1","1","","H(H)_1","부산",60,"여",1,"ㅂ","ㅏ","ㅂ"," "," ",""," "," ","","","","","lax","sg","obs","","","","","","","","","","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","게","","","고유어1","1","","","부산",60,"여",1,"ㄱ","ㅔ",""," "," ",""," "," ","","","","","lax","sg","light","","","","","","","","","","0000",0,0,0,0,"000","00","light","light","light","light",1,"light-light-light","light-light","X-light-light","light-light-light-light"
"JBS","낯","","","고유어1","1","","","부산",60,"여",1,"ㄴ","ㅏ","ㅊ"," "," ",""," "," ","","","","","son","sg","obs","","","","","","","","","","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","볼","","","고유어1","1","","","부산",60,"여",1,"ㅂ","ㅗ","ㄹ"," "," ",""," "," ","","","","","lax","sg","son","","","","","","","","","","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","물","","","고유어1","1","","H(H)","부산",60,"여",1,"ㅁ","ㅜ","ㄹ"," "," ",""," "," ","","","","","son","sg","son","","","","","","","","","","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","남","","","고유어1","1","","H(H)","부산",60,"여",1,"ㄴ","ㅏ","ㅁ"," "," ",""," "," ","","","","","son","sg","son","","","","","","","","","","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","들","","","고유어1","1","","L","부산",60,"여",1,"ㄷ","ㅡ","ㄹ"," "," ",""," "," ","","","","","lax","sg","son","","","","","","","","","","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","젖","","","고유어1","1","","","부산",60,"여",1,"ㅈ","ㅓ","ㅈ"," "," ",""," "," ","","","","","lax","sg","obs","","","","","","","","","","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","둘","","","고유어1","1","","L","부산",60,"여",1,"ㄷ","ㅜ","ㄹ"," "," ",""," "," ","","","","","lax","sg","son","","","","","","","","","","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","삽","","","고유어1","1","","H(H)","부산",60,"여",1,"ㅅ","ㅏ","ㅂ"," "," ",""," "," ","","","","","fri","sg","obs","","","","","","","","","","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","목","","","고유어1","1","","H","부산",60,"여",1,"ㅁ","ㅗ","ㄱ"," "," ",""," "," ","","","","","son","sg","obs","","","","","","","","","","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","돈","","","고유어1","1","","L","부산",60,"여",1,"ㄷ","ㅗ","ㄴ"," "," ",""," "," ","","","","","lax","sg","son","","","","","","","","","","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","쥐","","","고유어1","1","","","부산",60,"여",1,"ㅈ","ㅟ",""," "," ",""," "," ","","","","","lax","dp","light","","","","","","","","","","0000",0,0,0,0,"000","00","light","light","light","light",1,"light-light-light","light-light","X-light-light","light-light-light-light"
"JBS","빗","","","고유어1","1","","H(H)","부산",60,"여",1,"ㅂ","ㅣ","ㅅ"," "," ",""," "," ","","","","","lax","","obs","","","","","","","","","","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","쇠","","","고유어1","1","","","부산",60,"여",1,"ㅅ","ㅚ",""," "," ",""," "," ","","","","","fri","dp","light","","","","","","","","","","0000",0,0,0,0,"000","00","light","light","light","light",1,"light-light-light","light-light","X-light-light","light-light-light-light"
"JBS","소","","","고유어1","1","","H(H)","부산",60,"여",1,"ㅅ","ㅗ",""," "," ",""," "," ","","","","","fri","sg","light","","","","","","","","","","0000",0,0,0,0,"000","00","light","light","light","light",1,"light-light-light","light-light","X-light-light","light-light-light-light"
"JBS","뼘","","","고유어1","1","","H(H)","부산",60,"여",1,"ㅃ","ㅕ","ㅁ"," "," ",""," "," ","","","","","tsasp","dp","son","","","","","","","","","","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","글","","","고유어1","1","","H(H)","부산",60,"여",1,"ㄱ","ㅡ","ㄹ"," "," ",""," "," ","","","","","lax","sg","son","","","","","","","","","","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","낮","","","고유어1","1","","H(H)_1","부산",60,"여",1,"ㄴ","ㅏ","ㅈ"," "," ",""," "," ","","","","","son","sg","obs","","","","","","","","","","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","알","","","고유어1","1","","H(H)","부산",60,"여",1,"ㅇ","ㅏ","ㄹ"," "," ",""," "," ","","","","","son","sg","son","","","","","","","","","","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","몸","","","고유어1","1","","H(H)_1","부산",60,"여",1,"ㅁ","ㅗ","ㅁ"," "," ",""," "," ","","","","","son","sg","son","","","","","","","","","","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","숲","","","고유어1","1","","H","부산",60,"여",1,"ㅅ","ㅜ","ㅍ"," "," ",""," "," ","","","","","fri","sg","obs","","","","","","","","","","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","턱","","","고유어1","1","","H(H)_1","부산",60,"여",1,"ㅌ","ㅓ","ㄱ"," "," ",""," "," ","","","","","tsasp","sg","obs","","","","","","","","","","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","콩","","","고유어1","1","","H","부산",60,"여",1,"ㅋ","ㅗ","ㅇ"," "," ",""," "," ","","","","","tsasp","sg","son","","","","","","","","","","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","넷","","","고유어1","1","","L","부산",60,"여",1,"ㄴ","ㅔ","ㅅ"," "," ",""," "," ","","","","","son","sg","obs","","","","","","","","","","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","똥","","","고유어1","1","","H","부산",60,"여",1,"ㄸ","ㅗ","ㅇ"," "," ",""," "," ","","","","","tsasp","sg","son","","","","","","","","","","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","뺨","","","고유어1","1","","H(H)","부산",60,"여",1,"ㅃ","ㅑ","ㅁ"," "," ",""," "," ","","","","","tsasp","dp","son","","","","","","","","","","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","중","","","고유어1","1","","L","부산",60,"여",1,"ㅈ","ㅜ","ㅇ"," "," ",""," "," ","","","","","lax","sg","son","","","","","","","","","","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","틈","","","고유어1","1","","H(H)","부산",60,"여",1,"ㅌ","ㅡ","ㅁ"," "," ",""," "," ","","","","","tsasp","sg","son","","","","","","","","","","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","병","","","고유어1","1","","H","부산",60,"여",1,"ㅂ","ㅕ","ㅇ"," "," ",""," "," ","","","","","lax","dp","son","","","","","","","","","","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","뒤","","","고유어1","1","","","부산",60,"여",1,"ㄷ","ㅟ",""," "," ",""," "," ","","","","","lax","dp","light","","","","","","","","","","0000",0,0,0,0,"000","00","light","light","light","light",1,"light-light-light","light-light","X-light-light","light-light-light-light"
"JBS","깃","","","고유어1","1","","H(H)_1","부산",60,"여",1,"ㄱ","ㅣ","ㅅ"," "," ",""," "," ","","","","","lax","","obs","","","","","","","","","","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","돌","rock","1","고유어1","1","","L","부산",60,"여",1,"ㄷ","ㅗ","ㄹ"," "," ",""," "," ","","","","","lax","sg","son","","","","","","","","","","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","돌","생일","1","고유어1","1","","L","부산",60,"여",1,"ㄷ","ㅗ","ㄹ"," "," ",""," "," ","","","","","lax","sg","son","","","","","","","","","","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","위","","","고유어1","1","","H","부산",60,"여",1,"ㅇ","ㅟ",""," "," ",""," "," ","","","","","son","dp","light","","","","","","","","","","0000",0,0,0,0,"000","00","light","light","light","light",1,"light-light-light","light-light","X-light-light","light-light-light-light"
"JBS","떡","","","고유어1","1","","H(H)","부산",60,"여",1,"ㄸ","ㅓ","ㄱ"," "," ",""," "," ","","","","","tsasp","sg","obs","","","","","","","","","","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","셋","","","고유어1","1","","L","부산",60,"여",1,"ㅅ","ㅔ","ㅅ"," "," ",""," "," ","","","","","fri","sg","obs","","","","","","","","","","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","솜","","","고유어1","1","","L","부산",60,"여",1,"ㅅ","ㅗ","ㅁ"," "," ",""," "," ","","","","","fri","sg","son","","","","","","","","","","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","별","","","고유어1","1","","L","부산",60,"여",1,"ㅂ","ㅕ","ㄹ"," "," ",""," "," ","","","","","lax","dp","son","","","","","","","","","","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","침","","","고유어1","1","","","부산",60,"여",1,"ㅊ","ㅣ","ㅁ"," "," ",""," "," ","","","","","tsasp","","son","","","","","","","","","","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","벼","","","고유어1","1","","","부산",60,"여",1,"ㅂ","ㅕ",""," "," ",""," "," ","","","","","lax","dp","light","","","","","","","","","","0000",0,0,0,0,"000","00","light","light","light","light",1,"light-light-light","light-light","X-light-light","light-light-light-light"
"JBS","숱","","","고유어1","1","","","부산",60,"여",1,"ㅅ","ㅜ","ㅌ"," "," ",""," "," ","","","","","fri","sg","obs","","","","","","","","","","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","집","","","고유어1","1","","H(H)","부산",60,"여",1,"ㅈ","ㅣ","ㅂ"," "," ",""," "," ","","","","","lax","","obs","","","","","","","","","","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","안","","","고유어1","1","","H(H)_1","부산",60,"여",1,"ㅇ","ㅏ","ㄴ"," "," ",""," "," ","","","","","son","sg","son","","","","","","","","","","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","밖","","","고유어1","1","","H","부산",60,"여",1,"ㅂ","ㅏ","ㄲ"," "," ",""," "," ","","","","","lax","sg","obs","","","","","","","","","","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","닥","","","고유어1","1","","H","부산",60,"여",1,"ㄷ","ㅏ","ㄱ"," "," ",""," "," ","","","","","lax","sg","obs","","","","","","","","","","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","잎","","","고유어1","1","","H(H)","부산",60,"여",1,"ㅇ","ㅣ","ㅍ"," "," ",""," "," ","","","","","son","","obs","","","","","","","","","","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","산","","","고유어1","1","","H","부산",60,"여",1,"ㅅ","ㅏ","ㄴ"," "," ",""," "," ","","","","","fri","sg","son","","","","","","","","","","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","왕","","","고유어1","","","H","부산",60,"여",1,"ㅇ","ㅘ","ㅇ"," "," ",""," "," ","","","","","son","dp","son","","","","","","","","","","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","금","","","고유어1","","","H","부산",60,"여",1,"ㄱ","ㅡ","ㅁ"," "," ",""," "," ","","","","","lax","sg","son","","","","","","","","","","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","개","동물","1","고유어1","1","","L","부산",60,"여",1,"ㄱ","ㅐ",""," "," ",""," "," ","","","","","lax","sg","light","","","","","","","","","","0000",0,0,0,0,"000","00","light","light","light","light",1,"light-light-light","light-light","X-light-light","light-light-light-light"
"JBS","개","윷놀이","1","고유어1","1","","L","부산",60,"여",1,"ㄱ","ㅐ",""," "," ",""," "," ","","","","","lax","sg","light","","","","","","","","","","0000",0,0,0,0,"000","00","light","light","light","light",1,"light-light-light","light-light","X-light-light","light-light-light-light"
"JBS","논","","","고유어1","1","","H(H)_1","부산",60,"여",1,"ㄴ","ㅗ","ㄴ"," "," ",""," "," ","","","","","son","sg","son","","","","","","","","","","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","상","","","고유어1","","","H","부산",60,"여",1,"ㅅ","ㅏ","ㅇ"," "," ",""," "," ","","","","","fri","sg","son","","","","","","","","","","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","칼","","","고유어1","1","","H(H)","부산",60,"여",1,"ㅋ","ㅏ","ㄹ"," "," ",""," "," ","","","","","tsasp","sg","son","","","","","","","","","","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","땅","","","고유어1","1","","H(H)_1","부산",60,"여",1,"ㄸ","ㅏ","ㅇ"," "," ",""," "," ","","","","","tsasp","sg","son","","","","","","","","","","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","봄","","","고유어1","1","","H(H)_1","부산",60,"여",1,"ㅂ","ㅗ","ㅁ"," "," ",""," "," ","","","","","lax","sg","son","","","","","","","","","","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","꿀","","","고유어1","1","","H(H)","부산",60,"여",1,"ㄲ","ㅜ","ㄹ"," "," ",""," "," ","","","","","tsasp","sg","son","","","","","","","","","","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","맛","","","고유어1","1","","H(H)","부산",60,"여",1,"ㅁ","ㅏ","ㅅ"," "," ",""," "," ","","","","","son","sg","obs","","","","","","","","","","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","옷","","","고유어1","1","","H(H)_1","부산",60,"여",1,"ㅇ","ㅗ","ㅅ"," "," ",""," "," ","","","","","son","sg","obs","","","","","","","","","","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","길","","","고유어1","1","","H(H)","부산",60,"여",1,"ㄱ","ㅣ","ㄹ"," "," ",""," "," ","","","","","lax","","son","","","","","","","","","","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","강","","","고유어1","","","H(H)_1","부산",60,"여",1,"ㄱ","ㅏ","ㅇ"," "," ",""," "," ","","","","","lax","sg","son","","","","","","","","","","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","비","","","고유어1","1","","H(H)","부산",60,"여",1,"ㅂ","ㅣ",""," "," ",""," "," ","","","","","lax","","light","","","","","","","","","","0000",0,0,0,0,"000","00","light","light","light","light",1,"light-light-light","light-light","X-light-light","light-light-light-light"
"JBS","붓","","","고유어1","1","","H(H)","부산",60,"여",1,"ㅂ","ㅜ","ㅅ"," "," ",""," "," ","","","","","lax","sg","obs","","","","","","","","","","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","끝","","","고유어1","1","","H(H)","부산",60,"여",1,"ㄲ","ㅡ","ㅌ"," "," ",""," "," ","","","","","tsasp","sg","obs","","","","","","","","","","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
